Country_cat;Intercompany_cat;Overdue_cat;Agegroup_cat; Value ;Period_cat; target
Iberia;N;Yes;31-60;416085;Q3;79.36142138354718
Iberia;N;Yes;61-90;8139696;Q3;139.38868496820817
Iberia;N;Yes;91-120;5939333;Q3;94.10828891333787
UK;N;No;91-120;1427545;Q3;43.970059237362705
Iberia;Y;No;0-30;1365666;Q3;-37.13686133797528
Iberia;Y;No;31-60;6850287;Q3;32.38321756259234
UK;Y;Yes;61-90;4788995;Q3;126.60777237947939
UK;Y;Yes;91-120;2196685;Q3;126.79065790115604
Austria;N;No;0-30;12080322;Q3;171.43586969802053
Austria;N;No;120+;7616172;Q3;-19.109515730992676
Austria;N;No;31-60;216603;Q3;-2.460127980977269
Austria;N;No;61-90;7075605;Q3;43.129205903908954
Austria;N;No;91-120;3731069;Q3;-6.879587874990413
Austria;N;Yes;0-30;3103076;Q3;112.88871011497552
Austria;N;Yes;120+;1226709;Q3;116.80586172093876
Austria;N;Yes;31-60;193706;Q3;109.48846790461525
Austria;N;Yes;61-90;1435007;Q3;144.53003131477058
Austria;N;Yes;91-120;89686;Q3;142.14175162926875
CEE;N;No;0-30;10281327;Q3;-61.183748081920484
CEE;N;No;31-60;2376977;Q3;-225.15532170731285
CEE;N;No;61-90;3162113;Q3;65.49507487372817
CEE;N;Yes;0-30;7117;Q3;93.06923447046876
CEE;N;Yes;120+;6097041;Q3;114.21548335527504
CEE;N;Yes;31-60;7467587;Q3;110.90439591929486
CEE;N;Yes;61-90;4113050;Q3;81.83262716247152
CEE;N;Yes;91-120;36276;Q3;103.74398234700394
CEE;N;No;0-30;13408955;Q3;49.18097704794424
CEE;N;No;31-60;23671446;Q3;-6.75828498263218
CEE;N;No;61-90;5762512;Q3;86.0443678897604
CEE;N;Yes;0-30;1659707;Q3;100.825401711708
CEE;N;Yes;120+;590064;Q3;72.37269328705904
CEE;N;Yes;31-60;15083618;Q3;109.21421776830474
CEE;N;Yes;61-90;1232236;Q3;97.84952703074197
CEE;N;Yes;91-120;5691927;Q3;126.0854567827096
JV;N;No;0-30;700794;Q3;-192.8443790458527
JV;N;No;31-60;1138404;Q3;-5.176220478030391
JV;N;No;61-90;1119589;Q3;87.1908965018384
JV;N;Yes;0-30;2622597;Q3;114.3096031779123
JV;N;Yes;120+;80282;Q3;103.98825705180994
JV;N;Yes;31-60;41809;Q3;111.95156920214956
JV;N;Yes;61-90;1062199;Q3;141.2611706381645
JV;N;Yes;91-120;1470241;Q3;145.70671375353652
Austria;Y;No;0-30;12372327;Q3;-66.2296295392211
Austria;Y;Yes;0-30;52865;Q3;96.1446265040834
Austria;Y;Yes;120+;28390;Q3;109.87069452039877
Austria;Y;Yes;31-60;727832;Q3;78.64223522784174
Austria;Y;Yes;61-90;1382365;Q3;116.5003352044375
Austria;Y;Yes;91-120;151784;Q3;115.85871852200174
CEE;Y;No;0-30;5847966;Q3;-32.102090741350274
CEE;Y;No;31-60;1141953;Q3;-59.054379943751385
CEE;Y;Yes;120+;337612;Q3;99.5858456817756
CEE;Y;Yes;31-60;3015931;Q3;134.66577852346018
CEE;Y;Yes;61-90;565069;Q3;103.02019612295248
CEE;Y;Yes;91-120;4984074;Q3;132.80021739561946
CEE;Y;No;0-30;29583458;Q3;103.06529125711059
CEE;Y;No;31-60;1374321;Q3;2.8030706889371615
CEE;Y;Yes;0-30;1205608;Q3;99.29600553759059
CEE;Y;Yes;120+;1556597;Q3;98.55414945916553
CEE;Y;Yes;31-60;2462229;Q3;92.80984618844397
CEE;Y;Yes;61-90;2449335;Q3;112.26288922224887
CEE;Y;Yes;91-120;1766857;Q3;130.4835546448656
JV;Y;No;0-30;1954497;Q3;303.338484696605
JV;Y;No;31-60;595427;Q3;-67.95455779224629
JV;Y;Yes;0-30;15831;Q3;107.51186355394763
JV;Y;Yes;120+;1633299;Q3;139.0870271406694
JV;Y;Yes;31-60;5734369;Q3;103.42455924813152
JV;Y;Yes;61-90;1648149;Q3;116.0010867973826
JV;Y;Yes;91-120;545116;Q3;117.0405253746031
Nordics;N;No;0-30;2139358;Q3;26.755180697659583
Nordics;N;No;120+;2010578;Q3;220.26468712945848
Nordics;N;No;31-60;2535696;Q3;12.2446411815413
Nordics;N;No;61-90;233086;Q3;14.71959597408394
Nordics;N;No;91-120;30835;Q3;58.38785874046329
Nordics;N;Yes;0-30;1496380;Q3;106.92815683887646
Nordics;N;Yes;120+;-252239;Q3;-505.3935794385404
Nordics;N;Yes;31-60;2469285;Q3;99.34893351674945
Nordics;N;Yes;61-90;7830836;Q3;138.58865302141055
Nordics;N;Yes;91-120;2757993;Q3;114.49903442217303
Switzerland;N;No;0-30;3921527;Q3;112.52891087219948
Switzerland;N;No;120+;5726611;Q3;244.2922967997664
Switzerland;N;No;31-60;6646604;Q3;4.900725109674722
Switzerland;N;No;61-90;3425621;Q3;147.46839423774242
Switzerland;N;No;91-120;5535104;Q3;-28.577856264559376
Switzerland;N;Yes;0-30;1565316;Q3;129.1923137359988
Switzerland;N;Yes;120+;2612701;Q3;137.86178012156498
Switzerland;N;Yes;31-60;5485332;Q3;119.64363654989606
Switzerland;N;Yes;61-90;9634745;Q3;139.16401516243866
Switzerland;N;Yes;91-120;4862684;Q3;109.466636384817
JV;N;No;0-30;4881080;Q3;113.10531809852337
JV;N;No;120+;4040136;Q3;-23.11380877382934
JV;N;No;31-60;5607535;Q3;-139.76920330975554
JV;N;No;61-90;1298001;Q3;-4.793183955051369
JV;N;No;91-120;2194823;Q3;133.5272993918683
JV;N;Yes;0-30;1401692;Q3;120.91510652480393
JV;N;Yes;120+;2513909;Q3;118.03121834359665
JV;N;Yes;31-60;1361414;Q3;107.25811884743752
JV;N;Yes;61-90;2873293;Q3;116.97127085639954
JV;N;Yes;91-120;528081;Q3;129.24498139480903
Nordics;Y;No;0-30;8117639;Q3;45.199985171581254
Nordics;Y;No;31-60;4451519;Q3;3.451158750407277
Nordics;Y;Yes;31-60;1006366;Q3;140.84214113319592
Switzerland;Y;No;0-30;3497464;Q3;-66.67666178013864
Switzerland;Y;No;31-60;1248741;Q3;-44.525715063580215
Switzerland;Y;Yes;31-60;356969;Q3;100.36299266710938
Switzerland;Y;Yes;91-120;6708848;Q3;128.90559307284968
JV;Y;No;0-30;624863;Q3;-18.2060758574655
JV;Y;Yes;0-30;137551;Q3;136.85541746792217
JV;Y;Yes;120+;577026;Q3;113.42779814337831
JV;Y;Yes;31-60;4014474;Q3;123.86603560871782
JV;Y;Yes;61-90;4183037;Q3;125.13814178024477
Iberia;N;No;91-120;2278329;Q3;-137.44569791659552
Iberia;N;Yes;120+;997843;Q3;114.946401696131
France;N;No;0-30;86852051;Q3;-54.091975892321145
France;N;No;120+;349712;Q3;-49.142491929108886
France;N;No;31-60;4270213;Q3;219.0627067493075
France;N;Yes;0-30;5164108;Q3;111.7037551643282
France;N;Yes;120+;10879364;Q3;136.8186844646491
France;N;Yes;31-60;6166828;Q3;94.51449707158771
France;N;Yes;61-90;2420672;Q3;101.67023681874123
France;N;Yes;91-120;6381427;Q3;90.79170058874412
JV;N;No;0-30;5985596;Q3;-60.204288586123
JV;N;No;31-60;13302484;Q3;-89.45236611594142
JV;N;Yes;0-30;7174777;Q3;128.6731251419424
JV;N;Yes;120+;4608943;Q3;142.07125515474274
JV;N;Yes;31-60;736467;Q3;100.37337199344236
JV;N;Yes;61-90;456634;Q3;116.74885268847154
JV;N;Yes;91-120;6872023;Q3;112.99481146860963
Iberia;Y;No;61-90;2088770;Q3;-12.421746580361953
Iberia;Y;Yes;0-30;5200755;Q3;136.4223604373316
Iberia;Y;Yes;120+;566781;Q3;95.13281446411199
France;Y;No;0-30;21384215;Q3;135.64953741586876
France;Y;No;31-60;414092;Q3;115.88139149391006
France;Y;Yes;0-30;618668;Q3;108.79774422851553
France;Y;Yes;120+;2734993;Q3;135.72979277514568
France;Y;Yes;31-60;3802018;Q3;114.41542908854473
France;Y;Yes;61-90;259775;Q3;127.46276375354394
France;Y;Yes;91-120;2822693;Q3;81.64743459556499
JV;Y;No;0-30;184019;Q3;-15.409041323981715
JV;Y;No;31-60;194644;Q3;19.831197780739895
JV;Y;Yes;120+;3327166;Q3;111.96524300649008
JV;Y;Yes;31-60;1473442;Q3;130.11004985217173
JV;Y;Yes;61-90;1453662;Q3;125.6707431220548
JV;Y;Yes;91-120;2041624;Q3;108.13466156537876
Serbia;N;No;0-30;10207363;Q3;-66.1188519933806
Serbia;N;No;31-60;1561361;Q3;60.0544291080369
Serbia;N;No;61-90;775306;Q3;-111.35877100392328
Serbia;N;Yes;0-30;2928469;Q3;125.77023841022492
Serbia;N;Yes;120+;5848089;Q3;90.93468986349406
Serbia;N;Yes;31-60;3314260;Q3;100.20461937121785
Serbia;N;Yes;61-90;1659815;Q3;109.45309505916741
Serbia;N;Yes;91-120;1098775;Q3;80.36173259839707
CEE;N;No;0-30;850477;Q3;1.8137548857148342
CEE;N;No;31-60;1640835;Q3;74.03029818216976
CEE;N;No;61-90;62623;Q3;167.93776409353532
CEE;N;Yes;0-30;4093663;Q3;117.55711201557594
CEE;N;Yes;120+;6304678;Q3;137.66958171988318
CEE;N;Yes;31-60;9473927;Q3;160.7914932273704
CEE;N;Yes;61-90;3873945;Q3;120.07064067590342
CEE;N;Yes;91-120;81218;Q3;113.62982517396262
Serbia;Y;No;0-30;3653467;Q3;79.49542711274509
Serbia;Y;No;31-60;2279131;Q3;-13.233528145374741
Serbia;Y;Yes;120+;21173;Q3;135.83108529569162
Serbia;Y;Yes;31-60;4224402;Q3;106.71594848586264
Serbia;Y;Yes;61-90;3940950;Q3;142.81455603909797
Serbia;Y;Yes;91-120;1818695;Q3;109.65968076532644
CEE;Y;No;0-30;2216126;Q3;-131.36862051257756
CEE;Y;No;31-60;2554477;Q3;-48.25136330153369
CEE;Y;Yes;120+;5628284;Q3;112.13892616122766
CEE;Y;Yes;31-60;1757667;Q3;119.4392984399436
CEE;Y;Yes;61-90;155520;Q3;133.15906941755821
CEE;Y;Yes;91-120;7054198;Q3;144.04229667751156
Nordics;N;No;0-30;10202940;Q3;34.803648775121374
Nordics;N;No;120+;5304912;Q3;-181.87380706118674
Nordics;N;No;31-60;669178;Q3;52.5991691540341
Nordics;N;No;61-90;126320;Q3;132.82480851910327
Nordics;N;No;91-120;20314;Q3;-50.00215853044992
Nordics;N;Yes;0-30;7521536;Q3;126.9829734770845
Nordics;N;Yes;120+;1723185;Q3;118.04630876233063
Nordics;N;Yes;31-60;4662869;Q3;127.05758720129305
Nordics;N;Yes;61-90;105152;Q3;99.36957754954035
Nordics;N;Yes;91-120;3689433;Q3;100.29434775045972
JV;N;No;0-30;4571623;Q3;13.249753486648494
Nordics;Y;No;0-30;892739;Q3;49.43962433000629
Nordics;Y;Yes;0-30;2660975;Q3;94.96370012703858
JV;Y;No;0-30;16690187;Q3;-217.4370306760141
JV;Y;Yes;0-30;45661;Q3;103.22935927549938
JV;Y;Yes;120+;2002089;Q3;93.98863833041727
JV;Y;Yes;31-60;2662528;Q3;133.67207309262727
JV;Y;Yes;61-90;4487663;Q3;115.68766957995135
JV;Y;Yes;91-120;614311;Q3;94.57325656399551
JV;Y;No;0-30;10429261;Q3;80.5301895336733
JV;Y;Yes;0-30;1131988;Q3;106.47734304564811
JV;Y;Yes;120+;2017263;Q3;152.75919002940321
JV;Y;Yes;31-60;3118371;Q3;104.6965701996131
JV;Y;Yes;91-120;618024;Q3;99.27637439818356
JV;N;No;0-30;390261;Q3;-55.15336862242859
JV;N;No;0-30;450372;Q3;-19.94437024262932
JV;N;Yes;0-30;451050;Q3;127.01485608701454
JV;N;Yes;120+;4267530;Q3;92.41342162070453
JV;N;Yes;31-60;1625338;Q3;71.78259543951968
JV;N;Yes;91-120;3489023;Q3;113.45119959431435
JV;Y;No;0-30;20890333;Q3;31.728146397034514
JV;Y;Yes;120+;-57166;Q3;-493.46979428091936
JV;Y;Yes;31-60;5478301;Q3;124.51298956851893
JV;Y;Yes;61-90;84339;Q3;108.66903554694807
JV;Y;Yes;91-120;2428496;Q3;130.60942805731375
JV;Y;No;0-30;2437315;Q3;154.14610037760764
JV;Y;No;31-60;1028;Q3;96.51016182930137
JV;Y;Yes;0-30;342296;Q3;133.68881519404513
JV;Y;Yes;31-60;6913823;Q3;115.4146914265138
JV;Y;Yes;61-90;4119546;Q3;106.85864708678105
Adriatic;N;No;0-30;13039180;Q3;-105.34763810028524
Adriatic;N;No;31-60;2285509;Q3;119.78897025500649
Adriatic;N;No;61-90;450602;Q3;218.67828973050285
Adriatic;N;Yes;0-30;388912;Q3;154.43584416140757
Adriatic;N;Yes;120+;255564;Q3;115.9740757928842
Adriatic;N;Yes;31-60;127002;Q3;110.91508666890876
Adriatic;N;Yes;61-90;2663681;Q3;131.5702527663926
Adriatic;N;Yes;91-120;-341720;Q3;-495.5203554382805
CISregion;N;No;0-30;21286149;Q3;129.6418604017184
CISregion;N;No;31-60;79911;Q3;39.91890718683501
CISregion;N;Yes;0-30;-324835;Q3;-537.4196157472759
CISregion;N;Yes;120+;553012;Q3;102.4730533877712
CISregion;N;Yes;31-60;5236336;Q3;106.37836231665557
CISregion;N;Yes;61-90;285719;Q3;117.30085249059803
CISregion;N;Yes;91-120;908937;Q3;85.57825382418287
CISregion;N;No;0-30;7865705;Q3;-101.83990555815751
CISregion;N;No;31-60;2359339;Q3;53.153306355573555
CISregion;N;Yes;0-30;2028679;Q3;106.47319818775699
CISregion;N;Yes;120+;6830292;Q3;112.4985167225091
CISregion;N;Yes;31-60;607499;Q3;136.58493002042772
CISregion;N;Yes;61-90;556717;Q3;84.87768791713239
CISregion;N;Yes;91-120;2394333;Q3;102.51270501506868
Adriatic;Y;No;0-30;5280453;Q3;-22.125836518248786
Adriatic;Y;Yes;120+;6419316;Q3;123.29054292104134
Adriatic;Y;Yes;31-60;78555;Q3;109.27225715463723
Adriatic;Y;Yes;61-90;69883;Q3;107.91637145822992
Adriatic;Y;Yes;91-120;5269042;Q3;133.08975343004306
CISregion;Y;No;0-30;12705870;Q3;21.657186583956193
CISregion;Y;No;31-60;2724147;Q3;27.888089508941327
CISregion;Y;Yes;120+;237257;Q3;117.68836875348774
CISregion;Y;Yes;31-60;2161780;Q3;78.34367367877572
CISregion;Y;Yes;61-90;1554691;Q3;123.05208228548102
CISregion;Y;Yes;91-120;160729;Q3;100.01447843194107
CISregion;Y;No;0-30;729583;Q3;-38.965524172388186
CISregion;Y;No;31-60;189478;Q3;56.9350093025553
CISregion;Y;Yes;0-30;890712;Q3;125.68211341865194
CISregion;Y;Yes;120+;3961383;Q3;112.71629434026713
CISregion;Y;Yes;31-60;1414076;Q3;136.95134293643625
CISregion;Y;Yes;61-90;3232383;Q3;114.45473028893272
CISregion;Y;Yes;91-120;4906169;Q3;142.42286008263974
France;N;No;0-30;15446490;Q3;33.92747936075369
France;N;No;31-60;5695435;Q3;-76.58862793716342
France;N;Yes;0-30;487493;Q3;104.57805646915584
France;N;Yes;120+;3251108;Q3;129.57248703882277
France;N;Yes;31-60;1752734;Q3;149.06623095455268
France;N;Yes;61-90;7137735;Q3;97.06613644642906
France;N;Yes;91-120;170540;Q3;108.65964191597331
France;N;No;31-60;782063;Q3;129.78787685916703
France;N;Yes;120+;9651;Q3;84.71716409762868
France;N;Yes;31-60;1282255;Q3;123.45179573300865
France;N;Yes;91-120;2701160;Q3;77.95060618689502
France;N;No;0-30;1417532;Q3;136.06780836168173
France;N;Yes;0-30;1921816;Q3;119.42004738717053
France;N;Yes;120+;3460199;Q3;121.48311473343148
France;N;Yes;31-60;843965;Q3;83.09343967970852
France;N;Yes;61-90;725435;Q3;67.07890437111305
France;N;Yes;91-120;3595853;Q3;110.85439028705463
France;N;No;0-30;4284092;Q3;135.49998790001627
France;N;No;31-60;2430668;Q3;93.19582777275282
France;N;Yes;0-30;232606;Q3;122.21114538179049
France;N;Yes;120+;724737;Q3;113.47743182821321
France;N;Yes;31-60;3312328;Q3;115.24704450661444
France;N;Yes;61-90;307320;Q3;93.96937401451335
France;N;Yes;91-120;2203493;Q3;103.46116832396885
France;N;No;0-30;8739218;Q3;-83.24816596652785
France;N;No;31-60;5725853;Q3;147.87344624660093
France;N;Yes;0-30;400327;Q3;112.3188782919736
France;N;Yes;120+;4014753;Q3;90.27218946463573
France;N;Yes;31-60;135590;Q3;115.79582907276782
France;N;Yes;61-90;239080;Q3;106.04991830973334
France;N;Yes;91-120;618493;Q3;113.62519858123986
France;Y;No;0-30;3883066;Q3;-1.3767025936701565
France;Y;Yes;120+;93360;Q3;110.3127573242948
France;Y;Yes;31-60;5286992;Q3;99.24734704876148
France;Y;Yes;61-90;304148;Q3;106.8734381042747
France;Y;No;0-30;1561130;Q3;108.99200306482042
France;Y;No;0-30;1407271;Q3;151.8420459256814
France;Y;No;0-30;2346065;Q3;-124.64566029734453
France;Y;No;0-30;1523042;Q3;20.973658210643755
France;Y;No;0-30;9637421;Q3;7.079788237107342
France;Y;No;31-60;4157251;Q3;-138.64774921853342
France;Y;Yes;120+;2744699;Q3;122.92238749061534
France;Y;Yes;61-90;241988;Q3;124.02679591490941
France;Y;No;0-30;5653405;Q3;49.24930973866941
France;Y;Yes;120+;7294064;Q3;110.7842501514621
France;Y;Yes;61-90;307753;Q3;102.29878939490294
France;Y;Yes;91-120;2132779;Q3;132.91301548081228
JV;Y;No;0-30;890316;Q3;41.617144772717076
JV;Y;No;0-30;1328714;Q3;118.04529522724596
JV;N;Yes;120+;45379;Q3;131.86242876648936
JV;Y;No;0-30;1363198;Q3;256.40816644461586
JV;Y;Yes;0-30;2265727;Q3;103.57031713650471
JV;Y;No;0-30;928401;Q3;211.36700663425236
JV;Y;No;0-30;2897159;Q3;12.939691533929338
JV;Y;No;31-60;1627113;Q3;119.3100592240914
JV;Y;Yes;31-60;3835687;Q3;123.05510000656854
CISregion;N;No;0-30;5245331;Q3;181.65160568713165
CISregion;N;Yes;0-30;1679912;Q3;113.5594928674879
CISregion;N;Yes;120+;1373925;Q3;185.93549761320074
CISregion;N;Yes;31-60;896633;Q3;143.93228800960415
CISregion;N;No;0-30;9738638;Q3;-33.64793688425301
CISregion;N;No;31-60;181853;Q3;66.99171061856772
CISregion;N;No;61-90;-92207;Q3;-493.3445313781736
CISregion;N;Yes;0-30;743488;Q3;118.83632423940095
CISregion;N;Yes;120+;4759283;Q3;110.64376656794694
CISregion;N;Yes;31-60;4317322;Q3;123.25423004036146
CISregion;N;Yes;61-90;124203;Q3;94.64326823629915
CISregion;N;Yes;91-120;1243369;Q3;148.4118580953336
CISregion;N;No;0-30;6026136;Q3;6.503854383130655
CISregion;N;No;31-60;7876418;Q3;-44.12129095192516
CISregion;N;Yes;0-30;3308214;Q3;136.48987215838574
CISregion;N;Yes;120+;6864657;Q3;122.16046106650053
CISregion;N;Yes;31-60;666096;Q3;122.0947333031483
CISregion;N;Yes;61-90;5257695;Q3;88.02098970536395
CISregion;N;Yes;91-120;3794095;Q3;102.12841875814631
CISregion;N;No;0-30;1442080;Q3;105.19692730451246
CISregion;N;Yes;0-30;20403;Q3;98.98463486060194
CISregion;N;Yes;120+;536551;Q3;97.14614979473383
CISregion;N;Yes;31-60;2952141;Q3;140.8818942269686
CISregion;Y;No;0-30;9575991;Q3;-22.45447567659713
CISregion;Y;No;31-60;7688155;Q3;121.02127727644984
CISregion;Y;Yes;0-30;1644868;Q3;70.51509221050145
CISregion;Y;Yes;31-60;728034;Q3;121.83864248180286
CISregion;Y;Yes;61-90;5402741;Q3;121.78126441276108
CISregion;Y;Yes;91-120;1257948;Q3;150.94431180779333
CISregion;Y;No;0-30;582309;Q3;-27.228601892173177
CISregion;Y;No;61-90;507946;Q3;-31.36686808791734
CISregion;Y;Yes;0-30;1300573;Q3;110.91153661597014
CISregion;Y;Yes;120+;-11983;Q3;-495.6331919879457
CISregion;Y;Yes;31-60;119707;Q3;139.614703901249
CISregion;Y;No;0-30;6274668;Q3;4.344387962599056
CISregion;Y;No;31-60;8036219;Q3;189.47568788313072
CISregion;Y;Yes;0-30;-70791;Q3;-511.86958008346846
CISregion;Y;Yes;31-60;603543;Q3;123.44969555518523
CISregion;Y;Yes;61-90;27676;Q3;133.06484286349448
CISregion;Y;No;0-30;45063;Q3;29.576665745117918
CISregion;Y;No;31-60;1687692;Q3;-3.168168299810464
CISregion;Y;Yes;120+;7314622;Q3;97.64213347267673
CISregion;Y;Yes;31-60;6471400;Q3;125.12165189339078
CISregion;Y;Yes;61-90;65407;Q3;113.86140602324869
CISregion;Y;Yes;91-120;121335;Q3;146.26789998252053
France;N;No;0-30;118733;Q3;213.73228597883198
France;N;Yes;0-30;4511599;Q3;80.62221482162457
France;N;Yes;61-90;43342;Q3;121.2950299363312
France;N;Yes;91-120;7631026;Q3;101.86590372090879
France;N;No;0-30;138961;Q3;97.27897630626485
France;N;No;31-60;-270622;Q3;-483.21728671601227
France;N;Yes;0-30;1399339;Q3;108.3999295688646
France;N;Yes;120+;2116350;Q3;115.75477527211771
France;N;Yes;61-90;4900786;Q3;121.28037881524455
France;N;Yes;91-120;2527694;Q3;119.11812028031703
CISregion;N;No;0-30;8292830;Q3;104.57809662090844
CISregion;N;No;31-60;4951512;Q3;168.18646499183998
CISregion;N;No;61-90;3069944;Q3;-171.81877493297392
CISregion;N;Yes;0-30;1689231;Q3;81.68233649563649
CISregion;N;Yes;120+;380352;Q3;138.21447384499652
CISregion;N;Yes;31-60;9799125;Q3;100.96446150206597
CISregion;N;Yes;61-90;99575;Q3;102.40215444726653
CISregion;N;Yes;91-120;1025745;Q3;120.86391041898644
CISregion;N;No;0-30;731;Q3;-29.55548789554369
CISregion;N;Yes;0-30;265394;Q3;109.46664895373776
CISregion;N;Yes;31-60;370970;Q3;82.90792603047433
France;Y;No;0-30;7156706;Q3;-8.631467955525858
France;Y;Yes;0-30;3097080;Q3;113.75356749649802
France;Y;Yes;120+;2400999;Q3;142.30540281566275
France;Y;Yes;61-90;6709528;Q3;114.63731944441984
France;Y;No;0-30;84002995;Q3;-40.72897263924631
France;Y;No;31-60;581852;Q3;73.70638340324325
France;Y;Yes;0-30;2240532;Q3;99.7726395418144
France;Y;Yes;120+;6427060;Q3;94.48029023214195
France;Y;Yes;31-60;-77751;Q3;-484.4375528255041
France;Y;Yes;61-90;1659;Q3;140.6187125265139
France;Y;Yes;91-120;1496308;Q3;121.55515310445841
CISregion;Y;No;0-30;4947714;Q3;68.81573191959016
CISregion;Y;No;120+;2424595;Q3;27.50650974341047
CISregion;Y;No;31-60;269883;Q3;45.36103095528736
CISregion;Y;No;91-120;1248316;Q3;-176.29104481593467
CISregion;Y;No;0-30;12513208;Q3;-7.005979985708251
CISregion;Y;No;31-60;2380808;Q3;-21.328999579885988
CISregion;Y;Yes;0-30;3100577;Q3;123.81687766545025
CISregion;Y;Yes;31-60;373813;Q3;96.87528817667595
CISregion;Y;No;0-30;2842497;Q3;43.868166380132976
CISregion;Y;No;31-60;2679711;Q3;152.2923986986537
CISregion;Y;No;61-90;2382152;Q3;-101.26540525356296
CISregion;Y;Yes;91-120;4922572;Q3;130.08659453199584
Belgium;N;No;0-30;120519;Q3;148.21934252877145
Belgium;N;No;31-60;7273863;Q3;-0.9716478738314187
Belgium;N;No;61-90;3949781;Q3;83.93832836221084
Belgium;N;No;91-120;859565;Q3;7.505866023680856
Belgium;N;Yes;0-30;1840239;Q3;114.58914636669323
Belgium;N;Yes;120+;2535227;Q3;125.33353926120704
Belgium;N;Yes;31-60;159123;Q3;99.23685223326683
Belgium;N;Yes;61-90;8267774;Q3;157.6615750708544
Belgium;N;Yes;91-120;2930900;Q3;152.24998835618848
Belgium;N;No;0-30;4504427;Q3;37.310877007448894
Belgium;N;Yes;0-30;46965;Q3;136.27491831218805
Belgium;N;Yes;120+;628079;Q3;76.96218211093243
Belgium;N;Yes;31-60;-684913;Q3;-501.5381776540558
Belgium;N;Yes;61-90;563927;Q3;95.56600043996873
Belgium;N;Yes;91-120;1510136;Q3;148.27162479753716
France;N;No;31-60;1201971;Q3;-148.85515719486023
France;N;No;0-30;2037797;Q3;33.064260588433434
France;N;No;31-60;31330;Q3;175.15445686031293
France;N;Yes;0-30;7524013;Q3;135.49169446724127
France;N;Yes;120+;2121318;Q3;139.74949163977107
France;N;Yes;61-90;3748469;Q3;143.68071148801837
France;N;Yes;91-120;2371369;Q3;90.70958051657533
France;Y;No;0-30;4218400;Q3;-65.60296275576486
France;Y;No;31-60;3533454;Q3;-104.22764920079601
France;Y;Yes;61-90;4010268;Q3;118.9917389882555
Switzerland;N;Yes;31-60;3013305;Q3;129.80210568590945
Belgium;N;No;0-30;2900280;Q3;226.24403032552073
Belgium;N;No;31-60;4887276;Q3;-49.77378749057951
Belgium;N;No;61-90;1108478;Q3;-27.707044109233333
Belgium;N;No;91-120;2181303;Q3;167.77885053121923
Belgium;N;Yes;0-30;1265718;Q3;116.26424210766366
Belgium;N;Yes;120+;4624131;Q3;108.79909858856357
Belgium;N;Yes;31-60;3499697;Q3;107.3272346975989
Belgium;N;Yes;61-90;8127894;Q3;108.93729249641896
Belgium;N;Yes;91-120;4774624;Q3;110.19670463753977
Switzerland;N;Yes;61-90;7466488;Q3;104.39683871372605
Switzerland;N;Yes;91-120;2782979;Q3;125.96494835733917
Treasury;N;No;0-30;5221970;Q3;37.119556454542106
Treasury;N;No;31-60;3563351;Q3;-105.92605533656055
Treasury;N;No;61-90;3372536;Q3;-14.09922658566478
Treasury;N;Yes;0-30;3553729;Q3;102.6232376459885
Treasury;N;Yes;120+;4962220;Q3;134.57084331593964
Treasury;N;Yes;31-60;1450346;Q3;116.50262178458759
Treasury;N;Yes;61-90;1968961;Q3;92.09279171207591
Treasury;N;Yes;91-120;2199979;Q3;129.0562641146882
Treasury;N;No;0-30;7639137;Q3;55.018394643923074
Treasury;N;Yes;0-30;859005;Q3;125.86360673018527
Treasury;N;Yes;120+;1245210;Q3;124.43108320670099
Treasury;N;Yes;31-60;3266817;Q3;139.4172789425171
Treasury;N;Yes;61-90;5725466;Q3;116.47996592555045
Treasury;N;Yes;91-120;6357499;Q3;82.77416494018007
Switzerland;N;No;0-30;17103567;Q3;-133.79065787409917
Switzerland;Y;No;0-30;1304979;Q3;142.4555720921839
Switzerland;Y;Yes;31-60;1291240;Q3;118.70594527574994
Belgium;Y;No;0-30;3904682;Q3;33.70543276505336
Belgium;Y;Yes;120+;1494016;Q3;154.75793031806109
Belgium;Y;Yes;31-60;4917480;Q3;165.60156557631234
Belgium;Y;Yes;91-120;1631460;Q3;114.07179591751257
Belgium;Y;No;0-30;8720952;Q3;-55.84640757065262
Belgium;Y;No;31-60;3096745;Q3;14.95180004059203
Belgium;Y;Yes;120+;158087;Q3;117.62160109005525
Belgium;Y;Yes;91-120;8320671;Q3;111.00214675874984
SwitzerlandHQ;Y;No;0-30;1561745467;Q3;116.12097349320118
SwitzerlandHQ;Y;Yes;0-30;926268;Q3;93.8634514282763
SwitzerlandHQ;Y;Yes;120+;-388740054;Q3;-497.7553414682501
SwitzerlandHQ;Y;Yes;31-60;716482;Q3;68.76641493216684
SwitzerlandHQ;Y;Yes;61-90;11573;Q3;82.84033005116882
SwitzerlandHQ;Y;Yes;91-120;-625608079;Q3;-511.78652521195056
Switzerland;Y;No;0-30;438166;Q3;-20.34689170865926
Switzerland;Y;Yes;0-30;362762;Q3;102.1014185693045
Switzerland;Y;Yes;31-60;1698313;Q3;89.24755015160352
Treasury;Y;No;0-30;3438855;Q3;-72.74750531397895
Treasury;Y;Yes;0-30;3564321;Q3;151.76138001699422
Treasury;Y;No;0-30;98589641;Q3;47.223962199362674
Treasury;Y;No;31-60;51800;Q3;-2.138067973754385
Treasury;Y;Yes;0-30;27365308;Q3;112.5921722803212
