DayOfWeek; HourOfDay; Event_cat; Company_cat; UserID_cat; MaterialName_cat; DeliveryStatus
2; 11; Other clearing; FR01; FRHIBBE; TENA MEN Medium Level 2, 6x10p, FR; 2
1; 21; Shipping change: itinerary date; DE27; HYT_WMS_WP1; 589229 Tork HTR for Man D 19,5 -2p 160m; 0
3; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Lotion HA 30/10x10 4Ply White FSC; 2
2; 8; Delivery; DE13; DEHSTSZ; TENA Pants Super Medium, 4x12p, INT; 2
3; 9; Delivery change: goods movement date; FR01; PORFCUSER; TENA MEN Medium Level 2, 6x10p, FR; 2
4; 16; Sales Doc. change: net price; DE13; DEDUTMU; TENA Men Prot. Shield, Level 0 8x14p INT; 2
1; 11; Shipping change: name carrier; FR01; PORFCUSER; Tork CocktNap 2P 4F Black 200/12; 0
7; 18; Down payment; FR01; FRHBEHI; LOTUS Confort BRT 8/12-R 2P Pink/White; 2
1; 22; Delivery change: goods movement date; DE13; DEDFESC; TENA Men Pants Plus Medium, 4x12p; 0
4; 13; Sales Doc. change: net price; FR01; FRHMEBR; Tork SmartOne TR Adv 2p 1150s; 0
4; 0; Invoice; FR01; HYB_BATCHMAN; Tork DinnerNap 3P 4F Light Blue 100/12; 2
5; 8; Incoming payment; FR01; FRHEMHF; Tork Matic Soft HTR Adv 2p 150m; 0
5; 10; Order; FR01; FRHCOML; LOTUS Moltonel Folded TP 16/8 3 Ply; 2
2; 10; Shipping change: date ship. compl.; FR01; PORFCUSER; LOTUS Compact HA 24/24X7 4 Ply Wht FSC; 2
2; 15; Incoming payment; FR01; FRHEMHF; Tork XPN DispNap whi 2P 4F 100/5/8; 0
2; 13; Incoming payment; FR01; FRHJERR; NANA Ultra Normal w ew 6x28pcs scent Std; 2
3; 11; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Confort BRT 16/6-R 2Ply Pink; 2
2; 14; Delivery change: volume; FR01; PORFCUSER; Tork SmartOne TR Disp Black; 0
1; 16; Delivery change: volume; FR01; PORFCUSER; LOTUS Moltonel Folded TP 24/4 3-ply; 2
1; 19; Delivery change: stat. goods mov. date; FR01; HYB_BATCHMAN; DEMAKUP MULTI WIPES BOX 1/4P 76CON OPB18; 2
4; 11; Incoming payment; FR01; FRHIBBE; OKAY Xxl HHT 15/2-R 2Ply White; 2
1; 10; Delivery; DE27; DEHGOMA; Tork Xpress Multifold HT Univ 2p Zfold; 2
5; 19; Delivery change: country of origin; DE27; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 2
1; 16; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
4; 12; Shipment; FR01; FRHSAHJ; Tork Reflexe Wiping Paper Plus M4; 0
2; 8; Delivery; DE13; DEHSTSZ; TENA Men Prot. Shield, Level 0 8x14p INT; 2
4; 9; Delivery; FR01; FRHANGB; Tork Conv TR Adv 2p 200s; 0
2; 15; Shipping change: itinerary date; FR01; HYB_BATCHMAN; Tork Foam Soap Dispenser SS; 0
6; 0; Delivery change: billing date; DE27; PORFCUSER; Tork Wiping Paper Plus Green Vario W5; 2
5; 7; Delivery change: stat. goods mov. date; FR01; PORFCUSER; OKAY Xxl HHT 3/4-R 2 ply White; 2
2; 14; Delivery; FR01; FRHCAEO; NANA Pl So Slim ew 6x64pcs Std, SRP; 2
3; 4; Delivery change: goods movement date; DE13; DEDTOMA; TENA Flex Plus Small 3x30p, IT; 2
2; 11; Payment difference; DE27; DEHDESE; 589229 Tork HTR for Man D 19,5 -2p 160m; 0
4; 7; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Confort BRT 48/24-R 2 Ply Pink; 2
2; 9; Payment difference; FR01; FRHIBBE; TENA MEN Medium Level 2, 6x10p, FR; 2
2; 9; Delivery change: stat. goods mov. date; DE13; DEDHEFI; TENA Men Prot. Shield, Level 0 8x14p INT; 2
1; 13; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork CocktNap 2P 4F Black 200/12; 0
2; 10; Delivery; DE27; DEHGOMA; Tork XPN DispNap whi 1P 4F 225/5/8; 2
2; 18; Delivery change: goods movement date; FR01; PORFCUSER; Tork SmartOne TR Adv 2p 1150s; 0
1; 15; Shipment; FR01; FRHSAAT; LOTUS Moltonel Folded TP 16/8 3 Ply; 2
3; 13; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS Moltonel F.Pure TP 7/6-R 3ply Wh; 2
5; 10; Order; FR01; FRHCOML; OKAY Adapt xxl HHT 15/2-R 2ply white; 2
2; 19; Shipment; FR01; PORFCUSER; TENA Pants Plus Medium 12x9p, FR; 2
1; 9; Other clearing; FR01; FRHNEBE; NANA Ultra Normal w ew 6x28pcs scent Std; 2
2; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Moltonel Folded TP 24/4 3-ply; 2
1; 12; Incoming payment; FR01; FRHJERR; NANA Ultra Normal wing ew 6x28pcs Promo; 2
3; 13; Order; FR01; PORFCUSER; Tork Foam Soap Dispenser Black; 2
2; 10; Incoming payment; FR01; FRHJERR; DEMAKUP MULTI WIPES BOX 1/4P 76CON OPB18; 2
2; 20; Delivery change: stat. goods mov. date; DE27; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 2
3; 17; Shipping change: date ship. compl.; FR01; PORFCUSER; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
1; 12; Shipping change: itinerary date; FR01; PORFCUSER; Tork Soft Singlefold HT Adv 2p V fold; 0
5; 7; Delivery change: volume; FR01; PORFCUSER; OKAY Xxl HHT 3/4-R 2 ply White; 2
5; 14; Incoming payment; FR01; FRHJERR; NANA Ultra Night Wing ew 6x20p Std,SRP; 2
2; 9; Incoming payment; FR01; FRHIBBE; NANA Ultra Normal w ew 6x28pcs Nat. Care; 2
4; 15; Sales Doc. change: delivery block; FR01; FRHINGO; NANA Pl So Slim ew 6x64pcs Std, SRP; 2
1; 13; Sales Doc. change: req. delivery date; DE13; DEHSTSZ; TENA Flex Plus Small 3x30p, IT; 2
1; 21; Shipping change: itinerary date; DE27; HYT_WMS_WP1; 589229 Tork HTR for Man D 19,5 -2p 160m; 0
4; 6; Delivery change: stat. goods mov. date; FR01; PORFCUSER; LOTUS Confort BRT 48/24-R 2 Ply Pink; 2
3; 10; Shipping change: conditions; DE13; DEXSTRE; TENA Pants Super Medium, 4x12p, INT; 2
3; 9; Delivery change: stat. goods mov. date; FR01; PORFCUSER; TENA MEN Medium Level 2, 6x10p, FR; 2
2; 8; Delivery; DE13; DEHSTSZ; TENA Men Prot. Shield, Level 0 8x14p INT; 2
1; 13; Delivery change: country of origin; FR01; PORFCUSER; Tork CocktNap 2P 4F Black 200/12; 0
1; 22; Shipping change: itinerary date; DE13; DEDFESC; TENA Men Pants Plus Medium, 4x12p; 0
5; 11; Shipment; FR01; FRHSAHJ; Tork SmartOne TR Adv 2p 1150s; 0
1; 15; Incoming payment; FR01; FRHEMHF; Tork DinnerNap 3P 4F Light Blue 100/12; 2
1; 9; Delivery; FR01; FRBISMA; LOTUS Moltonel Folded TP 16/8 3 Ply; 2
1; 9; Other clearing; FR01; FRHMIDE46; NANA Ultra Normal w ew 6x28pcs scent Std; 2
1; 11; Incoming payment; FR01; FRHIBBE; LOTUS Confort BRT 16/6-R 2Ply Pink; 2
2; 14; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork SmartOne TR Disp Black; 0
1; 16; Delivery change: stat. goods mov. date; FR01; PORFCUSER; LOTUS Moltonel Folded TP 24/4 3-ply; 2
1; 12; Payment difference; FR01; FRHIBBE; NANA Ultra Normal wing ew 6x28pcs Promo; 2
1; 19; Shipping change: date ship. compl.; FR01; HYB_BATCHMAN; DEMAKUP MULTI WIPES BOX 1/4P 76CON OPB18; 2
1; 16; Shipment; DE27; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 2
3; 17; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
4; 8; Order; FR01; PORFCUSER; Tork Twin Mid-size Toilet Roll Disp Whi; 0
2; 14; Delivery change: goods movement date; FR01; PORFCUSER; Tork Reflexe Wiping Paper Plus M4; 0
3; 7; Delivery change: goods movement date; DE13; DEDSTWA; TENA Men Prot. Shield, Level 0 8x14p INT; 2
2; 14; Delivery change: volume; FR01; PORFCUSER; Tork Conv TR Adv 2p 200s; 0
3; 1; Invoice; FR01; HYB_BATCHMAN; Tork Foam Soap Dispenser SS; 0
5; 16; Shipping change: date ship. compl.; FR01; PORFCUSER; LOTUS Sensitive FA 18/80 4Ply FSC; 2
6; 0; Delivery change: goods movement date; DE27; PORFCUSER; Tork Wiping Paper Plus Green Vario W5; 2
4; 11; Order; FR01; FRHCOML; OKAY Xxl HHT 3/4-R 2 ply White; 2
4; 10; Sales Doc. change: delivery block; FR01; FRBISMA; TENA MEN Medium Level 2, 6x10p, FR; 2
4; 9; Delivery change: billing date; FR01; PORFCUSER; NANA Pl So Slim ew 6x64pcs Std, SRP; 2
4; 12; Sales Doc. change: stat.req.date; DE27; DELIRHA; Tork Vario Roll Dispenser; 2
3; 8; Shipping change: itinerary date; DE13; DEDSTWA; TENA Flex Plus Small 3x30p, IT; 2
4; 13; Sales Doc. change: delivery block; FR01; FRHDELD; LOTUS Lotion HA 30/10x10 4Ply White FSC; 2
2; 11; Incoming payment; FR01; FRHJERR; LOTUS Confort BRT 48/24-R 2 Ply Pink; 2
3; 1; Invoice; DE13; HYB_BATCHMAN; TENA Men Prot. Shield, Level 0 8x14p INT; 2
1; 13; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork XPN Snack NapDisp, Walnut (N10); 0
2; 0; Invoice; FR01; HYB_BATCHMAN; Tork CocktNap 2P 4F Black 200/12; 0
3; 2; Delivery change: goods movement date; DE27; PORFCUSER; Tork XPN DispNap whi 1P 4F 225/5/8; 2
4; 12; Order; FR01; FRHCOML; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
3; 19; Delivery change: volume; FR01; PORFCUSER; LOTUS Moltonel Folded TP 16/8 3 Ply; 2
1; 9; Delivery; FR01; FRBISMA; OKAY Adapt xxl HHT 15/2-R 2ply white; 2
2; 19; Shipping change: date ship. compl.; FR01; HYB_BATCHMAN; TENA Pants Plus Medium 12x9p, FR; 2
4; 14; Sales Doc. change: delivery block; FR01; FRHSAHU; Lotus Baby Original cotton 15/70; 0
4; 10; Payment difference; FR01; FRHJERR; LOTUS Moltonel Folded TP 24/4 3-ply; 2
3; 11; Delivery; FR01; FRHJOGA; Tork Foam Soap Dispenser Black; 2
1; 12; Incoming payment; FR01; FRHIBBE; DEMAKUP MULTI WIPES BOX 1/4P 76CON OPB18; 2
3; 13; Sales Doc. change: delivery block; FR01; FRHANGB; Tork Matic HTR Univ 150m; 0
2; 14; Shipping change: date ship. compl.; FR01; PORFCUSER; Jumbo TR Neut 2p 380m; 0
2; 20; Shipping change: itinerary date; DE27; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 2
5; 14; Incoming payment; FR01; FRHJERR; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
2; 14; Delivery change: volume; FR01; PORFCUSER; Tork Reflexe Wiping Paper Plus M4; 0
2; 10; Shipment; DE13; DEXSTRE; TENA Men Prot. Shield, Level 0 8x14p INT; 2
4; 12; Shipment; FR01; FRHSAHJ; Tork Conv TR Adv 2p 200s; 0
2; 15; Shipping change: date ship. compl.; FR01; HYB_BATCHMAN; Tork Foam Soap Dispenser SS; 0
4; 9; Order; FR01; PORFCUSER; TENA MEN Medium Level 2, 6x10p, FR; 2
4; 9; Delivery change: volume; FR01; PORFCUSER; NANA Pl So Slim ew 6x64pcs Std, SRP; 2
4; 12; Order; DE27; PORFCUSER; Tork Vario Roll Dispenser; 2
3; 4; Delivery change: stat. goods mov. date; DE13; DEDTOMA; TENA Flex Plus Small 3x30p, IT; 2
4; 11; Order; FR01; PORFCUSER; LOTUS Lotion HA 30/10x10 4Ply White FSC; 2
5; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Confort BRT 48/24-R 2 Ply Pink; 2
5; 14; Incoming payment; FR01; FRHJERR; TENA MEN Medium Level 2, 6x10p, FR; 2
2; 9; Shipping change: itinerary date; DE13; DEDHEFI; TENA Men Prot. Shield, Level 0 8x14p INT; 2
1; 13; Delivery change: country of origin; FR01; PORFCUSER; Tork XPN Snack NapDisp, Walnut (N10); 0
1; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork CocktNap 2P 4F Black 200/12; 0
2; 18; Shipment; DE27; PORFCUSER; Tork XPN DispNap whi 1P 4F 225/5/8; 2
2; 18; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork SmartOne TR Adv 2p 1150s; 0
2; 10; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Moltonel Folded TP 16/8 3 Ply; 2
3; 13; Delivery change: stat. goods mov. date; FR01; PORFCUSER; LOTUS Moltonel F.Pure TP 7/6-R 3ply Wh; 2
5; 13; Sales Doc. change: delivery block; FR01; FRBISMA; OKAY Adapt xxl HHT 15/2-R 2ply white; 2
2; 19; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Pants Plus Medium 12x9p, FR; 2
2; 10; Order; FR01; PORFCUSER; Lotus Baby Original cotton 15/70; 0
4; 10; Incoming payment; FR01; FRHJERR; LOTUS Moltonel Folded TP 24/4 3-ply; 2
1; 12; Payment difference; FR01; FRHJERR; NANA Ultra Normal wing ew 6x28pcs Promo; 2
4; 10; *Customer Master Data Change; FR01; FRHDOIS; Tork Foam Soap Dispenser Black; 2
2; 10; Payment difference; FR01; FRHJERR; DEMAKUP MULTI WIPES BOX 1/4P 76CON OPB18; 2
3; 13; Order; FR01; FRHANGB; Tork Matic HTR Univ 150m; 0
2; 14; Shipping change: itinerary date; FR01; PORFCUSER; Jumbo TR Neut 2p 380m; 0
2; 20; Delivery change: stat. goods mov. date; DE27; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 2
4; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
3; 13; Sales Doc. change: delivery block; FR01; FRHANGB; Tork HTR for Elec D. 2p 24,7cm x 143m; 0
4; 10; Sales Doc. change: stat.req.date; FR01; FRHANGB; Tork Soft Singlefold HT Adv 2p V fold; 0
2; 14; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Conv TR Adv 2p 200s; 0
5; 14; Incoming payment; FR01; FRHJERR; LOTUS Just1 TP 7/6-R 5 ply; 2
4; 11; Delivery; FR01; FRLAULI; LOTUS Confort BRT 8/12-R 2P Pink/White; 2
4; 14; Sales Doc. change: req. delivery date; FR01; FRHAUDI; Tork Xpress Multifold HT Univ 2p Zfold; 0
4; 14; Delivery change: billing date; FR01; FRHVEPA; LOTUS Collection BRT 16/6-R 2P Lilas/Whi; 2
4; 7; Delivery change: billing date; FR01; FRLAULI; NANA Ultra Night Wing ew 6x20p Std,SRP; 2
6; 19; Shipment; FR01; PORFCUSER; NANA Ultra Normal w ew 6x28pcs Nat. Care; 2
1; 15; Shipment; FR01; FRHSAAT; OKAY Xxl HHT 3/4-R 2 ply White; 2
1; 12; Shipping change: itinerary date; FR01; PORFCUSER; Tork MidSize Toilet Roll 100m; 0
3; 8; Delivery change: billing date; FR01; FRHSOJO; LOTUS Confort BRT 4/24-R 2 Ply Pink; 2
3; 11; Delivery change: goods movement date; FR01; PORFCUSER; TENA MEN Medium Level 2, 6x10p, FR; 2
4; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; NANA Pl So Slim ew 6x64pcs Std, SRP; 2
4; 11; Delivery change: country of origin; DE27; PORFCUSER; Tork Vario Roll Dispenser; 2
2; 11; Payment difference; DE27; DEHDESE; Tork Reflexe Wiping Paper M4; 0
1; 16; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Lotion HA 30/10x10 4Ply White FSC; 2
5; 8; Delivery change: billing date; FR01; FRLAULI; LOTUS JESSUIE HHT 8/1R 2P Jumbo Wht Eco; 2
3; 11; Incoming payment; FR01; FRHMIPI; Tork XPN Snack NapDisp, Walnut (N10); 0
4; 9; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS Compact HA 24/24X7 4 Ply Wht FSC; 2
2; 12; Incoming payment; DE27; DEHSETH; Tork XPN DispNap whi 1P 4F 225/5/8; 2
5; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
5; 6; Shipping change: name carrier; FR01; PORFCUSER; Tork Matic Soft HTR Adv 2p 150m; 0
1; 1; Delivery change: goods movement date; DE27; PORFCUSER; Tork Matic Blue HTR Adv 2p 150m; 2
4; 15; Delivery change: billing date; FR01; FRHPABE28; LOTUS Compact HA 24/24X7 4 Ply Wht FSC; 2
3; 19; Delivery change: volume; FR01; PORFCUSER; OKAY Adapt xxl HHT 15/2-R 2ply white; 2
2; 6; Delivery change: volume; FR01; PORFCUSER; Lotus Baby Original cotton 15/70; 0
1; 16; Shipment; FR01; FRHSAAT; LOTUS Confort BRT 16/6-R 2Ply Pink; 2
4; 13; Sales Doc. change: delivery block; FR01; FRHSAHU; OKAY Xxl HHT 15/2-R 2Ply White; 2
4; 4; Shipping change: itinerary date; FR01; PORFCUSER; Tork Foam Soap Dispenser Black; 2
1; 12; Payment difference; FR01; FRHJERR; DEMAKUP MULTI WIPES BOX 1/4P 76CON OPB18; 2
5; 19; Shipping change: itinerary date; FR01; PORFCUSER; OKAY Xxl HHT 15/2-R 2Ply White; 2
2; 14; Delivery change: goods movement date; FR01; PORFCUSER; Tork Matic HTR Univ 150m; 0
3; 0; Invoice; DE27; HYB_BATCHMAN; Tork Xpress Multifold HT Univ 2p Zfold; 2
4; 9; Incoming payment; FR01; FRHJERR; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
5; 9; Delivery change: billing date; FR01; FRHALDU; DEMAKUP Sensitive Round Cotton 35/93; 2
5; 10; Shipment; DE13; DEXFRGA; TENA Comfort Super, 2x36pcs, Int.; 0
3; 13; Sales Doc. change: net price; DE13; DEDMIER; TENA Men Prot. Shield, Level 0 8x14p INT; 2
3; 13; Sales Doc. change: delivery block; FR01; FRHANGB; Tork Conv TR Adv 2p 200s; 0
2; 15; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork Foam Soap Dispenser SS; 0
5; 7; Delivery change: volume; FR01; PORFCUSER; OKAY Xxl HHT 3/4-R 2 ply White; 2
3; 8; Incoming payment; FR01; FRHJERR; NANA Ultra Night Wing ew 6x20p Std,SRP; 2
4; 15; Sales Doc. change: req. delivery date; FR01; FRHINGO; NANA Pl So Slim ew 6x64pcs Std, SRP; 2
2; 9; Shipment; DE13; DEXFRGA; TENA Flex Plus Small 3x30p, IT; 2
2; 11; Incoming payment; DE27; DEHDESE; 589229 Tork HTR for Man D 19,5 -2p 160m; 0
4; 6; Shipping change: date ship. compl.; FR01; PORFCUSER; LOTUS Confort BRT 48/24-R 2 Ply Pink; 2
2; 9; Incoming payment; FR01; FRHIBBE; TENA MEN Medium Level 2, 6x10p, FR; 2
2; 9; Delivery change: goods movement date; DE13; DEDHEFI; TENA Men Prot. Shield, Level 0 8x14p INT; 2
1; 13; Shipping change: itinerary date; FR01; PORFCUSER; Tork CocktNap 2P 4F Black 200/12; 0
4; 14; Order; DE27; HYB_BATCHMAN; Tork XPN DispNap whi 1P 4F 225/5/8; 2
2; 12; Incoming payment; DE13; DEHSETH; TENA Men Pants Plus Medium, 4x12p; 0
2; 18; Delivery change: billing date; FR01; PORFCUSER; Tork SmartOne TR Adv 2p 1150s; 0
4; 15; Delivery change: billing date; FR01; FRHPABE28; LOTUS Moltonel Folded TP 16/8 3 Ply; 2
2; 19; Delivery change: stat. goods mov. date; FR01; PORFCUSER; TENA Pants Plus Medium 12x9p, FR; 2
4; 11; Other clearing; FR01; FRHMIDE46; NANA Ultra Normal w ew 6x28pcs scent Std; 2
2; 14; Order; FR01; FRHCOML; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
1; 16; Shipping change: date ship. compl.; FR01; PORFCUSER; LOTUS Moltonel Folded TP 24/4 3-ply; 2
2; 11; Payment difference; FR01; FRHIBBE; NANA Ultra Normal wing ew 6x28pcs Promo; 2
2; 16; Sales Doc. change: delivery block; FR01; FRHMEBR; Tork Foam Soap Dispenser Black; 2
3; 0; Invoice; FR01; HYB_BATCHMAN; DEMAKUP MULTI WIPES BOX 1/4P 76CON OPB18; 2
2; 20; Delivery change: goods movement date; DE27; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 2
3; 17; Shipping change: itinerary date; FR01; PORFCUSER; LOTUS Ultra Doux BRT 16/6-R 2Ply; 2
1; 12; Shipping change: name carrier; FR01; PORFCUSER; Tork Twin Mid-size Toilet Roll Disp Whi; 0
4; 0; Invoice; DE27; HYB_BATCHMAN; Tork Mid-size TR Prem ES 3p 70m; 0
5; 0; Invoice; FR01; HYB_BATCHMAN; NANA Pl So Slim ew 18x32pcs, TPS; 2
4; 10; Delivery change: goods movement date; FR01; PORFCUSER; TENA Silhouette Normal Medium, 6x12p; 2
6; 0; Invoice; FR01; HYB_BATCHMAN; TENA Pants Plus Medium, 6x9p, FR; 2
2; 14; Delivery change: goods movement date; FR01; PORFCUSER; 294030 Tork SmartOne TR Disp Steel; 0
3; 14; Delivery change: goods movement date; FR01; PORFCUSER; TENA Lady Ultra Mini 10x28p FR; 2
4; 15; Delivery change: billing date; FR01; FRHPABE28; LOTUS Moltonel Style TP 7/6-R 3-ply; 2
3; 9; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Confort BRT 16/6-R 2Ply Pink; 2
5; 16; Delivery change: volume; FR01; PORFCUSER; TENA Lady Ultra Mini Plus 6x24p B2; 2
5; 10; Sales Doc. change: delivery block; FR01; FRHSOJO; NANA Ultra Night Wing ew 6x20p Std,SRP; 2
2; 11; Incoming payment; FR01; FRHJERR; SYSTEME U Toipa 8/12-R 3-Ply White FSC; 2
5; 10; Delivery change: billing date; FR01; PORFCUSER; LOTUS Moltonel S.Tube BRT 6/6R 3P Wh R.O; 2
5; 14; Order; FR01; PORFCUSER; Tork LunchNap 29x32 1P 4F White 500/8; 2
5; 12; Incoming payment; FR01; FRHELDO; OKAY HHT 4/6-R 2Ply Des.; 2
5; 15; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA Toipa 126/12-R 2-Ply White PEFC; 0
3; 15; Delivery change: goods movement date; FR01; HYB_BATCHMAN; DEMAKUP Sensitive Round Cotton 28/64; 2
4; 14; Delivery change: stat. goods mov. date; FR01; PORFCUSER; LOTUS Ultra FA 24/72 4-Ply FSC; 2
1; 13; Delivery change: goods movement date; FR01; PORFCUSER; Tork Liquid and Spray Soap Dispenser Wh; 2
3; 15; Guarantee; FR01; FRHBEHI; Tork Basic Paper Cfeed M2 2 ply; 0
4; 9; Sales Doc. change: stat.req.date; FR01; FRHRAMA; Tork Soft Singlefold HT Adv 2p V fold; 2
1; 16; Delivery change: goods movement date; FR01; HYB_BATCHMAN; Prop Toipa 16/6 300sh 2ply white EU labe; 2
2; 14; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Soft Singlefold HT Adv 2p V fold; 0
4; 13; Shipping change: date ship. compl.; DE27; HYB_BATCHMAN; Tork Xpress Multifold HT Univ 2p Zfold; 0
5; 9; Shipment; FR01; FRHPAAK; OKAY Compresse HHT 5/6-R 2P Design; 2
1; 10; Shipping change: name carrier; FR01; PORFCUSER; OKAY HHT 128/6-R 2P Design. Collector; 2
5; 15; Shipping change: name carrier; FR01; PORFCUSER; Tork Hand Washing Liquid Soap, 1000ml; 0
1; 13; Shipping change: name carrier; FR01; PORFCUSER; Tork Twin Mid-size Toilet Roll Disp Whi; 0
4; 14; Order; DE27; DELTAHK; Tork Bin Black 5Ltr; 0
2; 19; Shipping change: itinerary date; FR01; PORFCUSER; OKAY ADAPT HHT 16/3-R 2Ply White; 2
4; 10; Delivery change: volume; FR01; PORFCUSER; TENA Lady Extra 12x10p B3 FR+sticker; 2
5; 11; Shipment; FR01; PORFCUSER; NANA Maxi Normal wing sw 20x16p; 2
4; 13; Order; FR01; FRHCOML; LOTUS FA 24/90 3ply white FSC; 2
4; 12; Sales Doc. change: delivery block; FR01; FRHSAHU; LOTUS Moist TP 16/1*42-1Ply Sensitive; 2
2; 6; Delivery change: volume; FR01; PORFCUSER; LOTUS Compact HA 24/24X7 4 Ply Wht FSC; 2
4; 6; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS Moltonel Style TP 7/6-R 3-ply; 2
5; 16; Shipping change: date ship. compl.; FR01; PORFCUSER; TENA Lady Ultra Mini Plus 6x24p B2; 2
2; 10; Delivery change: billing date; FR01; FRHPABE28; NANA Extra Prot Pl Large 10x24p; 2
2; 6; Delivery change: volume; FR01; PORFCUSER; LOTUS Lotion FA 12/72 3Ply White FSC; 2
5; 14; Sales Doc. change: delivery block; FR01; FRHHADI; SOLO HA 8/30x10 4-Ply Std FSC (Design 2); 0
5; 10; Sales Doc. change: delivery block; FR01; FRHALDU; OKAY HHT 150/3-R 2Ply Design Game; 2
1; 8; Order; DE27; DEHSISH; Tork Facials Prem ES 2p 100; 2
2; 10; Delivery change: goods movement date; FR01; PORFCUSER; Tork LunchNap 29x32 1P 4F White 500/8; 2
2; 19; Delivery change: billing date; FR01; PORFCUSER; Tork Jumbo Toilet Roll Dispenser Black; 0
4; 0; Invoice; FR01; HYB_BATCHMAN; OKAY HHT 4/6-R 2Ply Des.; 2
1; 11; Order; FR01; PORFCUSER; LOTUS Baby Touch 2 (mn) 4x56p, FSC, 16; 2
2; 15; Delivery change: billing date; FR01; FRHCAEO; LOTUS CUBIC FA 18/48 3 Ply Wht FSC; 2
5; 12; Shipment; FR01; FRHSAHJ; Tork LinStyle DinnerNap ora 4F 50/12; 0
3; 12; Shipping change: name carrier; FR01; PORFCUSER; Tork Soft Singlefold HT Adv 2p V fold; 2
5; 5; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork Surface Cleaning Wet Wipes; 2
3; 11; Sales Doc. change: stat.req.date; FR01; FRHMOKH; Prop Toipa 16/6 300sh 2ply white EU labe; 2
4; 14; Sales Doc. change: stat.req.date; FR01; FRHMAOH; LOTUS Compact FA 21/66 3 ply FSC; 0
2; 9; Order; FR01; FRHANPI; TENA Comfort Mini Extra 8x28p neu box; 2
1; 18; Shipping change: date ship. compl.; FR01; PORFCUSER; OKAY Compresse HHT 5/6-R 2P Design; 2
3; 0; Invoice; FR01; HYB_BATCHMAN; OKAY HHT 128/6-R 2P Design. Collector; 2
1; 7; Delivery change: goods movement date; DE27; HYB_BATCHMAN; Tork Bin Liner Holder for Floor Stand; 0
1; 11; Delivery change: goods movement date; FR01; PORFCUSER; TENA Pants Super Large, 4x12p, INT; 2
3; 5; Delivery change: country of origin; DE27; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 2
1; 18; Shipping change: itinerary date; FR01; PORFCUSER; Tork Hand Washing Liquid Soap, 1000ml; 0
3; 15; Delivery change: goods movement date; FR01; PORFCUSER; OKAY Xxl HHT 15/2-R 2Ply Des.; 2
1; 12; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Twin Mid-size Toilet Roll Disp Whi; 0
2; 19; Delivery change: stat. goods mov. date; FR01; PORFCUSER; OKAY ADAPT HHT 16/3-R 2Ply White; 2
5; 8; Delivery change: billing date; FR01; FRLAULI; TENA Lady Extra 12x10p B3 FR+sticker; 2
2; 15; Delivery change: billing date; FR01; FRHALDU; NANA Maxi Normal wing sw 20x16p; 2
2; 9; Incoming payment; FR01; FRHALST; 294030 Tork SmartOne TR Disp Steel; 0
