nTrades,ROI,PeakPerformance,MeanReturn,MaxLoss,MaxGain,AvgGain,AvgLoss,MaxDrawdown,SharpeRatio,PosReturnPercent,Informed
13,0.28,0.28,0.0023,-0.04,0.19,0.04,-0.02,0.04,1.98,0.69,0.0
13,0.45,0.45,0.0038,-0.03,0.34,0.06,-0.01,0.03,1.87,0.62,0.0
13,0.27,0.27,0.0022,-0.04,0.19,0.04,-0.01,0.05,1.89,0.62,0.0
16,-0.04,0.02,-0.0003,-0.03,0.05,0.01,-0.01,0.06,-0.63,0.44,0.0
16,-0.06,0,-0.0005,-0.03,0.02,0.01,-0.01,0.06,-1.68,0.38,0.0
19,-0.08,0,-0.0006,-0.06,0.09,0.03,-0.02,0.14,-0.83,0.32,0.0
19,-0.03,0.01,-0.0003,-0.04,0.07,0.02,-0.02,0.12,-0.42,0.47,0.0
15,0.33,0.35,0.0027,-0.03,0.26,0.04,-0.02,0.04,1.72,0.67,0.0
15,0.2,0.23,0.0017,-0.03,0.16,0.03,-0.02,0.04,1.68,0.67,0.0
18,-0.19,0,-0.0016,-0.06,0.02,0.01,-0.02,0.19,-3.26,0.33,0.0
18,-0.25,0,-0.0021,-0.05,0.01,0,-0.02,0.25,-4.52,0.17,0.0
21,0.04,0.04,0.0004,-0.06,0.05,0.02,-0.02,0.1,0.56,0.52,0.0
21,0.12,0.12,0.001,-0.03,0.08,0.02,-0.01,0.05,1.57,0.52,0.0
14,-0.02,0.01,-0.0002,-0.04,0.04,0.02,-0.02,0.11,-0.3,0.43,0.0
14,-0.03,0,-0.0002,-0.03,0.04,0.02,-0.02,0.13,-0.47,0.43,0.0
14,0.47,0.47,0.0039,-0.02,0.3,0.05,-0.01,0.02,2.13,0.71,0.0
14,0.42,0.42,0.0035,-0.05,0.32,0.05,-0.02,0.05,1.83,0.71,0.0
15,-0.08,0.01,-0.0007,-0.02,0.01,0,-0.01,0.09,-3.43,0.27,0.0
15,-0.06,0.03,-0.0005,-0.04,0.02,0.01,-0.02,0.1,-1.37,0.53,0.0
12,0.06,0.06,0.0005,-0.01,0.05,0.02,-0.01,0.02,1.53,0.42,0.0
12,0.13,0.14,0.0011,-0.02,0.05,0.03,-0.01,0.03,2.15,0.58,0.0
14,-0.02,0.02,-0.0002,-0.04,0.07,0.02,-0.02,0.15,-0.28,0.43,0.0
14,-0.11,0.04,-0.0009,-0.12,0.04,0.02,-0.03,0.2,-1.05,0.5,0.0
24,0.04,0.05,0.0003,-0.05,0.05,0.01,-0.01,0.06,0.58,0.54,0.0
16,-0.01,0.01,-0.0001,-0.04,0.03,0.01,-0.01,0.05,-0.26,0.5,0.0
16,-0.07,0,-0.0006,-0.05,0.03,0.01,-0.01,0.07,-1.5,0.38,0.0
18,0.14,0.14,0.0011,-0.02,0.07,0.03,-0.01,0.08,1.8,0.44,0.0
6,-0.1,0,-0.0008,-0.05,0.02,0.02,-0.02,0.1,-1.89,0.17,0.0
6,-0.02,0,-0.0002,-0.01,0.02,0.01,-0.01,0.03,-1.13,0.33,0.0
13,0.08,0.08,0.0006,-0.03,0.05,0.01,-0.01,0.03,1.65,0.69,0.0
13,0.02,0.04,0.0002,-0.03,0.01,0.01,-0.01,0.03,0.8,0.69,0.0
13,0.19,0.19,0.0016,-0.01,0.05,0.02,-0.01,0.01,3.48,0.77,0.0
13,0.08,0.1,0.0007,-0.01,0.07,0.02,-0,0.02,1.62,0.54,0.0
22,0.16,0.16,0.0014,-0.03,0.19,0.03,-0.01,0.07,1.14,0.5,0.0
22,0.25,0.26,0.002,-0.02,0.22,0.03,-0.01,0.03,1.55,0.55,0.0
18,0.1,0.1,0.0008,-0.02,0.03,0.02,-0.01,0.04,2.23,0.61,0.0
18,0.21,0.21,0.0017,-0.01,0.08,0.02,-0.01,0.03,2.73,0.61,0.0
15,0.06,0.13,0.0005,-0.04,0.03,0.01,-0.02,0.06,1.29,0.67,0.0
11,0.04,0.04,0.0003,-0.04,0.06,0.02,-0.01,0.07,0.63,0.45,0.0
12,-0.06,0,-0.0005,-0.03,0.02,0.01,-0.01,0.06,-1.76,0.42,0.0
12,-0.12,0,-0.001,-0.09,0.04,0.02,-0.02,0.18,-1.54,0.33,0.0
21,0.18,0.18,0.0015,-0.02,0.06,0.02,-0.01,0.03,2.65,0.67,0.0
21,0.04,0.09,0.0003,-0.04,0.04,0.01,-0.01,0.05,0.83,0.52,0.0
14,-0.09,0.01,-0.0008,-0.1,0.12,0.03,-0.02,0.11,-0.8,0.29,0.0
14,-0.15,0,-0.0012,-0.14,0.1,0.03,-0.03,0.15,-1.18,0.36,0.0
14,-0.02,0.09,-0.0002,-0.11,0.12,0.02,-0.03,0.11,-0.17,0.57,0.0
9,0.02,0.03,0.0002,-0.02,0.04,0.02,-0.01,0.04,0.54,0.44,0.0
9,0.02,0.03,0.0002,-0.02,0.01,0.01,-0.01,0.02,1.15,0.67,0.0
9,0.05,0.05,0.0004,-0.02,0.02,0.01,-0.02,0.02,1.99,0.89,0.0
20,0.1,0.1,0.0008,-0.03,0.03,0.01,-0.01,0.04,2.18,0.65,0.0
20,0.17,0.18,0.0014,-0.06,0.07,0.02,-0.02,0.08,2.03,0.7,0.0
20,0.14,0.14,0.0011,-0.05,0.07,0.02,-0.02,0.06,1.62,0.65,0.0
23,-0.11,0.04,-0.0009,-0.07,0.02,0.01,-0.02,0.15,-1.57,0.48,0.0
23,-0.28,0.03,-0.0023,-0.07,0.02,0.01,-0.02,0.31,-3.4,0.3,0.0
23,-0.17,0,-0.0014,-0.04,0.02,0.01,-0.02,0.18,-3.08,0.35,0.0
13,0.07,0.09,0.0006,-0.01,0.03,0.01,-0.01,0.02,2.33,0.69,0.0
13,0,0.06,0,-0.02,0.03,0.01,-0.01,0.06,0.09,0.54,0.0
13,-0.02,0.01,-0.0002,-0.02,0.02,0.01,-0.01,0.04,-0.86,0.46,0.0
16,0.11,0.11,0.0009,-0.03,0.06,0.02,-0.01,0.05,1.75,0.56,0.0
16,0.1,0.1,0.0008,-0.04,0.04,0.02,-0.01,0.05,1.7,0.56,0.0
16,0.18,0.18,0.0015,-0.02,0.07,0.03,-0.01,0.02,2.44,0.62,0.0
17,0.09,0.09,0.0007,-0.03,0.07,0.02,-0.01,0.04,1.4,0.65,0.0
17,0.04,0.04,0.0004,-0.04,0.05,0.01,-0.02,0.06,0.75,0.71,0.0
17,-0.01,0.02,-0.0001,-0.04,0.05,0.01,-0.02,0.06,-0.22,0.65,0.0
14,-0.04,0.03,-0.0004,-0.06,0.02,0.01,-0.01,0.08,-0.88,0.43,0.0
14,-0.04,0.01,-0.0003,-0.06,0.03,0.01,-0.02,0.07,-0.74,0.57,0.0
14,0.03,0.04,0.0003,-0.05,0.04,0.02,-0.02,0.05,0.53,0.64,0.0
20,-0.15,0.02,-0.0012,-0.07,0.04,0.01,-0.02,0.17,-2.03,0.35,0.0
20,-0.09,0.02,-0.0008,-0.06,0.03,0.01,-0.02,0.15,-1.39,0.45,0.0
20,-0.12,0.06,-0.001,-0.03,0.04,0.01,-0.02,0.18,-2.11,0.35,0.0
13,-0.24,0.05,-0.002,-0.29,0.06,0.03,-0.05,0.29,-1.14,0.38,0.0
13,-0.19,0.05,-0.0016,-0.22,0.02,0.02,-0.04,0.24,-1.23,0.46,0.0
13,-0.14,0.07,-0.0012,-0.18,0.05,0.01,-0.04,0.21,-1.09,0.54,0.0
17,-0.1,0.14,-0.0008,-0.3,0.11,0.03,-0.05,0.37,-0.42,0.53,0.0
17,-0.34,0.1,-0.0028,-0.29,0.06,0.02,-0.07,0.44,-1.48,0.53,0.0
17,-0.27,0.07,-0.0023,-0.24,0.04,0.01,-0.05,0.34,-1.52,0.53,0.0
20,-0.03,0,-0.0002,-0.04,0.07,0.02,-0.02,0.11,-0.39,0.45,0.0
20,0.07,0.07,0.0006,-0.03,0.07,0.01,-0.01,0.03,1.25,0.6,0.0
20,0.02,0.02,0.0002,-0.07,0.06,0.02,-0.02,0.1,0.24,0.6,0.0
13,0.05,0.05,0.0004,-0.05,0.06,0.02,-0.02,0.08,0.79,0.54,0.0
13,0.18,0.18,0.0015,-0.02,0.13,0.03,-0.01,0.03,1.76,0.62,0.0
13,0.07,0.07,0.0005,-0.04,0.07,0.02,-0.02,0.04,0.97,0.54,0.0
19,-0.07,0,-0.0006,-0.05,0.02,0.01,-0.02,0.09,-1.2,0.53,0.0
19,-0.16,0.03,-0.0013,-0.12,0.02,0.01,-0.03,0.19,-1.62,0.58,0.0
19,-0.21,0.02,-0.0018,-0.15,0.02,0.01,-0.03,0.23,-1.92,0.42,0.0
17,0.2,0.2,0.0017,-0.03,0.17,0.03,-0.01,0.06,1.59,0.53,0.0
17,0.2,0.2,0.0016,-0.03,0.19,0.03,-0.01,0.06,1.45,0.53,0.0
17,0.4,0.4,0.0033,-0.01,0.28,0.03,-0.01,0.02,2.03,0.76,0.0
17,0.11,0.14,0.0009,-0.02,0.03,0.02,-0.01,0.02,2.2,0.65,0.0
17,0.07,0.09,0.0006,-0.02,0.03,0.01,-0.01,0.04,1.78,0.65,0.0
19,0.06,0.08,0.0005,-0.02,0.04,0.02,-0.01,0.03,1.39,0.47,0.0
19,0.02,0.04,0.0002,-0.06,0.05,0.01,-0.01,0.07,0.34,0.53,0.0
19,-0.03,0.04,-0.0002,-0.04,0.02,0.01,-0.01,0.07,-0.69,0.42,0.0
11,0.08,0.08,0.0007,-0.02,0.03,0.01,-0.01,0.02,2.09,0.73,0.0
11,0.05,0.05,0.0004,-0.03,0.04,0.02,-0.01,0.03,1.1,0.55,0.0
11,0.02,0.02,0.0002,-0.02,0.02,0.01,-0.01,0.05,0.84,0.55,0.0
14,0.03,0.07,0.0003,-0.04,0.07,0.02,-0.02,0.04,0.47,0.57,0.0
14,0.13,0.14,0.0011,-0.03,0.11,0.04,-0.01,0.03,1.45,0.43,0.0
14,-0.07,0,-0.0006,-0.05,0.04,0.02,-0.02,0.07,-1.04,0.43,0.0
16,0.23,0.23,0.0019,-0.01,0.09,0.02,-0.01,0.01,3.13,0.69,0.0
16,-0.1,0.05,-0.0009,-0.07,0.02,0.01,-0.03,0.16,-1.41,0.62,0.0
16,0.08,0.13,0.0007,-0.04,0.04,0.02,-0.01,0.05,1.38,0.62,0.0
18,0.02,0.06,0.0002,-0.04,0.05,0.01,-0.02,0.04,0.42,0.67,0.0
18,-0.1,0,-0.0008,-0.05,0.02,0.01,-0.01,0.11,-1.97,0.33,0.0
18,-0.02,0.04,-0.0001,-0.05,0.04,0.01,-0.02,0.09,-0.3,0.5,0.0
16,-0.06,0,-0.0005,-0.05,0.04,0.02,-0.01,0.11,-1.07,0.31,0.0
16,-0.12,0.02,-0.001,-0.09,0.04,0.01,-0.03,0.14,-1.47,0.5,0.0
16,-0.04,0,-0.0003,-0.05,0.04,0.01,-0.01,0.08,-0.7,0.38,0.0
15,-0.12,0.05,-0.001,-0.17,0.02,0.01,-0.04,0.18,-1.01,0.6,0.0
15,-0.13,0.05,-0.0011,-0.19,0.05,0.01,-0.04,0.25,-0.95,0.6,0.0
15,-0.14,0.08,-0.0011,-0.23,0.04,0.01,-0.07,0.25,-0.83,0.73,0.0
20,-0.23,0.01,-0.0019,-0.06,0.01,0.01,-0.02,0.23,-3.39,0.4,0.0
20,-0.03,0.01,-0.0002,-0.05,0.06,0.02,-0.02,0.12,-0.31,0.45,0.0
20,-0.07,0,-0.0006,-0.04,0.05,0.02,-0.02,0.14,-1.06,0.35,0.0
14,-0.01,0,-0,-0.02,0.03,0.01,-0.01,0.05,-0.15,0.43,0.0
14,-0.02,0.04,-0.0002,-0.02,0.02,0.01,-0.01,0.06,-0.89,0.57,0.0
14,-0.05,0.03,-0.0004,-0.03,0.03,0.01,-0.01,0.08,-1.18,0.43,0.0
10,-0.15,0.01,-0.0013,-0.04,0.01,0,-0.03,0.16,-2.83,0.4,0.0
10,-0.09,0.03,-0.0007,-0.04,0.03,0.02,-0.02,0.12,-1.78,0.3,0.0
10,-0.05,0.05,-0.0004,-0.07,0.04,0.02,-0.02,0.1,-0.77,0.4,0.0
19,0.06,0.06,0.0005,-0.04,0.08,0.02,-0.01,0.09,0.81,0.47,0.0
19,0.01,0.01,0.0001,-0.09,0.15,0.03,-0.02,0.15,0.08,0.42,0.0
19,-0.13,0,-0.0011,-0.06,0.03,0.01,-0.02,0.15,-1.87,0.42,0.0
14,-0.18,0.1,-0.0015,-0.19,0.06,0.02,-0.05,0.29,-1.18,0.57,0.0
14,-0.14,0.05,-0.0012,-0.13,0.03,0.02,-0.04,0.2,-1.36,0.5,0.0
14,-0.2,0.06,-0.0017,-0.14,0.06,0.02,-0.04,0.26,-1.48,0.43,0.0
12,-0.06,0,-0.0005,-0.03,0.04,0.02,-0.02,0.1,-1.28,0.33,0.0
12,-0.13,0.04,-0.0011,-0.04,0.03,0.02,-0.02,0.17,-2.39,0.25,0.0
12,-0.09,0.01,-0.0008,-0.03,0.02,0.01,-0.02,0.11,-2.26,0.42,0.0
14,0.02,0.02,0.0001,-0.03,0.03,0.02,-0.01,0.06,0.32,0.5,0.0
14,0,0.02,0,-0.04,0.04,0.02,-0.01,0.04,0.06,0.43,0.0
14,-0.01,0,-0.0001,-0.02,0.02,0.01,-0.01,0.05,-0.37,0.43,0.0
20,0.06,0.11,0.0005,-0.05,0.03,0.01,-0.01,0.06,1.24,0.65,0.0
20,0.02,0.06,0.0002,-0.04,0.03,0.01,-0.01,0.07,0.38,0.6,0.0
20,0.01,0.09,0.0001,-0.05,0.04,0.01,-0.02,0.12,0.13,0.6,0.0
12,-0.05,0.03,-0.0004,-0.07,0.03,0.02,-0.01,0.07,-0.82,0.25,0.0
12,-0.09,0.01,-0.0007,-0.02,0.01,0,-0.01,0.09,-3.48,0.17,0.0
12,-0,0.03,-0,-0.04,0.02,0.01,-0.01,0.04,-0.15,0.5,0.0
26,0.05,0.09,0.0004,-0.06,0.04,0.02,-0.01,0.08,0.63,0.5,0.0
26,-0.04,0.05,-0.0003,-0.06,0.07,0.01,-0.02,0.16,-0.43,0.54,0.0
26,0.2,0.2,0.0016,-0.06,0.16,0.02,-0.02,0.08,1.47,0.62,0.0
14,0,0.07,0,-0.18,0.15,0.03,-0.05,0.18,0.01,0.64,0.0
14,-0.2,0.09,-0.0017,-0.26,0.06,0.03,-0.06,0.33,-1.05,0.5,0.0
14,-0.38,0.02,-0.0032,-0.32,0.03,0.02,-0.06,0.4,-1.68,0.43,0.0
18,0.1,0.12,0.0008,-0.01,0.1,0.02,-0.01,0.03,1.31,0.44,0.0
18,0.11,0.13,0.0009,-0.02,0.04,0.01,-0.01,0.03,2.26,0.67,0.0
18,0.17,0.19,0.0014,-0.02,0.1,0.02,-0.01,0.04,2.16,0.67,0.0
16,0.08,0.08,0.0007,-0.03,0.04,0.02,-0.02,0.03,1.53,0.62,0.0
16,0.09,0.09,0.0007,-0.01,0.05,0.02,-0.01,0.03,1.81,0.5,0.0
16,0.14,0.14,0.0012,-0.02,0.05,0.02,-0.01,0.02,2.58,0.62,0.0
10,0.11,0.11,0.0009,-0,0.03,0.01,-0,0,3.53,0.9,0.0
10,0.12,0.14,0.001,-0.02,0.06,0.03,-0.01,0.02,2.25,0.6,0.0
10,0.02,0.03,0.0001,-0.02,0.02,0.01,-0.01,0.02,0.62,0.6,0.0
17,0.06,0.12,0.0005,-0.04,0.06,0.02,-0.01,0.06,0.91,0.47,0.0
17,0.01,0.04,0.0001,-0.02,0.04,0.01,-0.01,0.04,0.32,0.47,0.0
17,0.06,0.1,0.0005,-0.03,0.07,0.02,-0.01,0.04,0.89,0.47,0.0
10,-0.02,0,-0.0001,-0.06,0.05,0.02,-0.02,0.06,-0.32,0.4,0.0
10,0.03,0.03,0.0003,-0.04,0.06,0.03,-0.01,0.07,0.54,0.4,0.0
10,-0.07,0,-0.0006,-0.05,0.03,0.01,-0.02,0.08,-1.48,0.4,0.0
18,-0.11,0,-0.0009,-0.05,0.03,0.01,-0.02,0.11,-1.65,0.44,0.0
18,-0.13,0,-0.0011,-0.04,0.03,0.01,-0.01,0.13,-2.62,0.28,0.0
18,-0.14,0,-0.0012,-0.06,0.04,0.01,-0.02,0.17,-1.94,0.39,0.0
21,-0.07,0.04,-0.0006,-0.05,0.03,0.01,-0.02,0.11,-1.04,0.48,0.0
21,-0.11,0.07,-0.0009,-0.06,0.03,0.02,-0.02,0.18,-1.4,0.43,0.0
21,-0.1,0.09,-0.0008,-0.06,0.03,0.01,-0.02,0.19,-1.44,0.52,0.0
18,0.14,0.14,0.0012,-0.03,0.06,0.02,-0.01,0.06,1.94,0.5,0.0
18,-0.05,0.01,-0.0004,-0.04,0.03,0.01,-0.01,0.06,-1,0.39,0.0
18,0.04,0.04,0.0003,-0.02,0.04,0.02,-0.01,0.05,0.91,0.44,0.0
14,-0.09,0,-0.0008,-0.04,0.01,0.01,-0.01,0.11,-2.54,0.29,0.0
14,-0.11,0,-0.0009,-0.04,0.01,0,-0.02,0.11,-2.94,0.36,0.0
14,-0.03,0,-0.0003,-0.04,0.02,0.01,-0.01,0.07,-0.88,0.43,0.0
13,-0.01,0,-0.0001,-0.01,0.02,0.01,-0.01,0.04,-0.51,0.38,0.0
13,0.01,0.01,0.0001,-0.04,0.04,0.01,-0.01,0.05,0.15,0.62,0.0
13,0.03,0.03,0.0002,-0.05,0.04,0.01,-0.01,0.06,0.57,0.54,0.0
11,-0.02,0.06,-0.0002,-0.02,0.06,0.02,-0.01,0.08,-0.46,0.36,0.0
11,-0.08,0.05,-0.0006,-0.06,0.04,0.02,-0.02,0.13,-1.39,0.27,0.0
11,-0.01,0.04,-0.0001,-0.02,0.04,0.02,-0.01,0.05,-0.29,0.27,0.0
15,0.07,0.08,0.0005,-0.04,0.06,0.02,-0.02,0.05,0.97,0.6,0.0
15,-0,0.07,-0,-0.07,0.06,0.01,-0.03,0.08,-0.05,0.67,0.0
15,0.02,0.06,0.0002,-0.04,0.03,0.01,-0.02,0.06,0.48,0.73,0.0
20,-0.16,0,-0.0014,-0.05,0.04,0.02,-0.02,0.2,-2.4,0.3,0.0
20,-0.15,0,-0.0012,-0.06,0.04,0.01,-0.02,0.22,-1.98,0.4,0.0
20,-0.08,0.01,-0.0007,-0.08,0.03,0.01,-0.02,0.1,-1,0.55,0.0
14,-0.21,0.01,-0.0017,-0.17,0.05,0.03,-0.03,0.22,-1.6,0.29,0.0
14,-0.29,0.02,-0.0024,-0.31,0.04,0.01,-0.06,0.31,-1.34,0.5,0.0
18,-0.08,0.09,-0.0006,-0.08,0.1,0.03,-0.03,0.26,-0.67,0.44,0.0
18,-0.11,0.05,-0.0009,-0.09,0.03,0.01,-0.02,0.17,-1.4,0.5,0.0
18,-0.11,0.08,-0.0009,-0.05,0.04,0.01,-0.03,0.19,-1.41,0.56,0.0
18,0.04,0.18,0.0003,-0.13,0.07,0.02,-0.02,0.14,0.35,0.56,0.0
18,-0.08,0.03,-0.0007,-0.1,0.04,0.01,-0.02,0.11,-1.02,0.44,0.0
18,0.19,0.23,0.0015,-0.04,0.06,0.03,-0.02,0.07,2.19,0.61,0.0
19,-0.01,0.04,-0.0001,-0.03,0.03,0.01,-0.01,0.07,-0.22,0.42,0.0
19,-0.07,0.04,-0.0006,-0.07,0.05,0.01,-0.02,0.16,-0.97,0.47,0.0
19,-0.04,0.06,-0.0003,-0.03,0.03,0.01,-0.01,0.1,-0.93,0.47,0.0
14,0.04,0.07,0.0004,-0.02,0.03,0.01,-0.01,0.03,1.16,0.64,0.0
14,-0.01,0,-0.0001,-0.03,0.03,0.01,-0.01,0.04,-0.33,0.5,0.0
14,-0.03,0,-0.0003,-0.06,0.05,0.01,-0.02,0.06,-0.52,0.5,0.0
75,-0.27,0.13,-0.0022,-0.19,0.09,0.02,-0.03,0.51,-1.19,0.51,0.0
75,-0.33,0.06,-0.0027,-0.25,0.09,0.02,-0.03,0.47,-1.3,0.55,0.0
78,0.38,0.38,0.0031,-0.08,0.24,0.03,-0.02,0.21,1.52,0.54,0.0
78,0.54,0.62,0.0044,-0.11,0.23,0.03,-0.02,0.26,1.92,0.51,0.0
78,0.5,0.5,0.0041,-0.1,0.24,0.03,-0.02,0.23,2,0.53,0.0
85,-0.34,0.35,-0.0028,-0.51,0.15,0.02,-0.04,0.69,-0.81,0.54,0.0
85,-0.26,0.26,-0.0021,-0.33,0.18,0.02,-0.03,0.52,-0.83,0.48,0.0
85,-0.17,0.08,-0.0014,-0.25,0.15,0.02,-0.02,0.38,-0.67,0.51,0.0
85,-0.09,0.09,-0.0007,-0.27,0.24,0.02,-0.03,0.36,-0.3,0.51,0.0
79,-0.49,0,-0.004,-0.16,0.25,0.02,-0.04,0.51,-1.61,0.52,0.0
79,0.01,0.3,0.0001,-0.11,0.19,0.03,-0.03,0.29,0.04,0.48,0.0
85,-0.63,0.18,-0.0052,-0.27,0.07,0.02,-0.03,0.81,-2.11,0.49,0.0
85,-0.07,0.14,-0.0006,-0.17,0.1,0.02,-0.02,0.35,-0.32,0.51,0.0
78,0.08,0.52,0.0007,-0.28,0.48,0.04,-0.03,0.43,0.19,0.49,0.0
78,0.21,0.53,0.0017,-0.27,0.51,0.04,-0.03,0.32,0.48,0.47,0.0
80,0.78,0.78,0.0064,-0.09,0.62,0.05,-0.02,0.31,1.63,0.41,0.0
80,1.35,1.48,0.0112,-0.09,0.71,0.05,-0.02,0.2,2.35,0.54,0.0
80,0.91,0.96,0.0075,-0.12,0.64,0.04,-0.02,0.24,1.84,0.55,0.0
79,0.38,0.5,0.0031,-0.32,0.28,0.02,-0.02,0.36,1.15,0.59,0.0
79,0.29,0.38,0.0024,-0.28,0.23,0.02,-0.02,0.29,0.97,0.57,0.0
70,-0.18,0.33,-0.0015,-0.64,0.15,0.03,-0.04,0.72,-0.37,0.53,0.0
70,-0.55,0,-0.0046,-0.42,0.08,0.02,-0.04,0.65,-1.6,0.5,0.0
70,-0.63,0.18,-0.0052,-0.56,0.1,0.02,-0.04,0.91,-1.46,0.54,0.0
77,0.34,0.51,0.0028,-0.08,0.23,0.03,-0.02,0.2,1.49,0.53,0.0
77,0.52,0.58,0.0043,-0.07,0.3,0.02,-0.02,0.13,2,0.61,0.0
80,0.2,0.52,0.0016,-0.25,0.59,0.03,-0.03,0.34,0.41,0.47,0.0
80,0.64,0.69,0.0053,-0.08,0.58,0.04,-0.02,0.24,1.45,0.47,0.0
74,-0.19,0.24,-0.0016,-0.13,0.1,0.02,-0.03,0.47,-0.93,0.5,0.0
74,0.08,0.31,0.0007,-0.09,0.08,0.02,-0.02,0.25,0.44,0.53,0.0
81,-0.24,0.03,-0.002,-0.29,0.21,0.02,-0.03,0.63,-0.78,0.48,0.0
77,-0.8,0.07,-0.0066,-0.39,0.14,0.03,-0.04,0.87,-2.13,0.42,0.0
77,-1.49,0,-0.0123,-0.61,0.08,0.02,-0.04,1.49,-2.95,0.39,0.0
77,-1.05,0,-0.0086,-0.57,0.04,0.02,-0.03,1.05,-2.44,0.42,0.0
73,0.09,0.68,0.0008,-0.28,0.23,0.03,-0.03,0.58,0.27,0.59,0.0
73,0.01,0.46,0.0001,-0.33,0.23,0.02,-0.03,0.45,0.02,0.58,0.0
81,0.46,0.57,0.0038,-0.09,0.33,0.03,-0.02,0.17,1.63,0.49,0.0
81,0.36,0.5,0.003,-0.08,0.28,0.03,-0.02,0.3,1.21,0.47,0.0
81,0.3,0.56,0.0025,-0.17,0.18,0.03,-0.02,0.26,1.23,0.53,0.0
86,-0.27,0.19,-0.0023,-0.23,0.14,0.02,-0.03,0.69,-0.94,0.51,0.0
86,-0.33,0.13,-0.0027,-0.29,0.14,0.02,-0.03,0.8,-1.09,0.48,0.0
74,0.22,0.38,0.0018,-0.15,0.25,0.03,-0.02,0.16,0.87,0.51,0.0
74,-0.41,0.06,-0.0034,-0.23,0.33,0.03,-0.02,0.47,-1.28,0.34,0.0
74,-0.1,0.26,-0.0008,-0.26,0.2,0.02,-0.03,0.36,-0.34,0.53,0.0
86,-0.05,0.04,-0.0004,-0.26,0.33,0.02,-0.02,0.44,-0.14,0.48,0.0
86,0.59,0.6,0.0049,-0.06,0.23,0.03,-0.02,0.12,2.54,0.57,0.0
86,0.26,0.29,0.0021,-0.12,0.25,0.03,-0.02,0.33,0.99,0.5,0.0
77,0.03,0.24,0.0003,-0.13,0.18,0.02,-0.03,0.21,0.14,0.53,0.0
77,-0.07,0.25,-0.0006,-0.18,0.17,0.02,-0.03,0.32,-0.29,0.49,0.0
85,-0.6,0.03,-0.005,-0.34,0.12,0.02,-0.03,0.63,-2.02,0.47,0.0
85,-0.16,0.07,-0.0013,-0.27,0.1,0.02,-0.03,0.3,-0.58,0.6,0.0
85,-0.27,0,-0.0022,-0.23,0.11,0.02,-0.03,0.29,-1.12,0.51,0.0
77,-0.56,0.17,-0.0046,-0.33,0.11,0.02,-0.04,0.73,-1.66,0.53,0.0
77,-0.53,0.26,-0.0044,-0.34,0.25,0.02,-0.04,0.84,-1.33,0.48,0.0
78,-0.15,0.13,-0.0012,-0.53,0.3,0.03,-0.04,0.6,-0.31,0.54,0.0
78,-0.8,0.08,-0.0066,-0.64,0.13,0.03,-0.04,1.02,-1.63,0.42,0.0
78,-0.21,0.12,-0.0017,-0.4,0.13,0.02,-0.03,0.46,-0.63,0.46,0.0
79,0.54,0.62,0.0045,-0.08,0.31,0.03,-0.02,0.11,1.94,0.61,0.0
79,0.54,0.6,0.0044,-0.08,0.24,0.03,-0.02,0.21,2.11,0.56,0.0
80,0.58,0.58,0.0048,-0.07,0.21,0.03,-0.02,0.16,2.41,0.56,0.0
80,0.17,0.17,0.0014,-0.08,0.19,0.02,-0.02,0.25,0.78,0.5,0.0
80,0.52,0.52,0.0043,-0.16,0.31,0.03,-0.02,0.24,1.71,0.56,0.0
76,-0.09,0.07,-0.0007,-0.07,0.09,0.02,-0.02,0.19,-0.59,0.46,0.0
76,0.01,0.02,0.0001,-0.15,0.13,0.02,-0.02,0.24,0.05,0.5,0.0
84,-0.17,0.15,-0.0014,-0.09,0.11,0.02,-0.03,0.51,-0.74,0.55,0.0
84,0.38,0.38,0.0032,-0.09,0.2,0.03,-0.03,0.26,1.53,0.58,0.0
84,-0.13,0.21,-0.0011,-0.09,0.08,0.02,-0.02,0.54,-0.69,0.5,0.0
90,-0.33,0,-0.0027,-0.3,0.1,0.02,-0.03,0.38,-1.14,0.51,0.0
84,-0.46,0.36,-0.0038,-0.3,0.09,0.02,-0.03,0.82,-1.61,0.44,0.0
84,-0.39,0.33,-0.0033,-0.3,0.08,0.02,-0.03,0.72,-1.44,0.5,0.0
84,-0.23,0.32,-0.0019,-0.3,0.06,0.02,-0.02,0.55,-0.89,0.48,0.0
80,0.4,0.61,0.0033,-0.09,0.27,0.03,-0.02,0.21,1.32,0.46,0.0
80,0.3,0.36,0.0025,-0.09,0.33,0.03,-0.02,0.18,1.05,0.54,0.0
82,-0.34,0.11,-0.0028,-0.22,0.08,0.02,-0.03,0.44,-1.5,0.5,0.0
82,-0.26,0.1,-0.0022,-0.23,0.08,0.02,-0.02,0.45,-1.16,0.44,0.0
82,-0.6,0.11,-0.0049,-0.28,0.09,0.02,-0.03,0.7,-2.28,0.45,0.0
73,0.36,0.36,0.003,-0.12,0.21,0.04,-0.02,0.24,1.46,0.45,0.0
73,0.48,0.48,0.004,-0.06,0.18,0.03,-0.02,0.19,2.06,0.51,0.0
73,0.28,0.28,0.0023,-0.14,0.19,0.04,-0.02,0.29,1.09,0.42,0.0
86,-0.24,0.15,-0.002,-0.15,0.36,0.02,-0.03,0.39,-0.72,0.51,0.0
86,0.1,0.47,0.0008,-0.14,0.46,0.03,-0.02,0.37,0.25,0.47,0.0
86,0.45,0.62,0.0037,-0.07,0.33,0.03,-0.02,0.17,1.56,0.49,0.0
